enrollment_id,student_id,class_id,enrollment_date,status
362,811,124,2025-07-11,Completed
363,811,124,2025-07-11,Completed
364,811,124,2025-07-11,Completed
365,811,124,2025-07-11,Active
366,811,124,2025-07-11,Completed
367,811,124,2025-07-11,Active
368,811,124,2025-07-11,Active
369,811,124,2025-07-11,Active
370,811,124,2025-07-11,Dropped
371,811,124,2025-07-11,Active
372,811,124,2025-07-11,Dropped
373,811,124,2025-07-11,Completed
374,811,124,2025-07-11,Completed
375,811,124,2025-07-11,Completed
376,811,124,2025-07-11,Completed
377,811,124,2025-07-11,Active
378,811,124,2025-07-11,Dropped
379,811,124,2025-07-11,Dropped
380,811,124,2025-07-11,Active
381,811,124,2025-07-11,Active
382,811,124,2025-07-11,Completed
383,811,124,2025-07-11,Completed
384,811,124,2025-07-11,Active
385,811,124,2025-07-11,Dropped
386,811,124,2025-07-11,Completed
387,811,124,2025-07-11,Active
388,811,124,2025-07-11,Active
389,811,124,2025-07-11,Active
390,811,124,2025-07-11,Completed
391,811,124,2025-07-11,Completed
392,811,124,2025-07-11,Completed
393,811,124,2025-07-11,Dropped
394,811,124,2025-07-11,Dropped
395,811,124,2025-07-11,Dropped
396,811,124,2025-07-11,Dropped
397,811,124,2025-07-11,Active
398,811,124,2025-07-11,Completed
399,811,124,2025-07-11,Dropped
400,811,124,2025-07-11,Dropped
401,811,124,2025-07-11,Dropped
402,811,124,2025-07-11,Active
403,811,124,2025-07-11,Active
404,811,124,2025-07-11,Completed
405,811,124,2025-07-11,Completed
406,811,124,2025-07-11,Active
407,811,124,2025-07-11,Dropped
408,811,124,2025-07-11,Active
409,811,124,2025-07-11,Active
410,811,124,2025-07-11,Dropped
411,811,124,2025-07-11,Completed
412,811,124,2025-07-11,Dropped
413,811,124,2025-07-11,Completed
414,811,124,2025-07-11,Dropped
415,811,124,2025-07-11,Active
416,811,124,2025-07-11,Dropped
417,811,124,2025-07-11,Active
418,811,124,2025-07-11,Completed
419,811,124,2025-07-11,Active
420,811,124,2025-07-11,Dropped
421,811,124,2025-07-11,Completed
422,811,124,2025-07-11,Dropped
423,811,124,2025-07-11,Dropped
424,811,124,2025-07-11,Completed
425,811,124,2025-07-11,Active
426,811,124,2025-07-11,Dropped
427,811,124,2025-07-11,Completed
428,811,124,2025-07-11,Active
429,811,124,2025-07-11,Dropped
430,811,124,2025-07-11,Dropped
431,811,124,2025-07-11,Completed
432,811,124,2025-07-11,Active
433,811,124,2025-07-11,Completed
434,811,124,2025-07-11,Completed
435,811,124,2025-07-11,Dropped
436,811,124,2025-07-11,Dropped
437,811,124,2025-07-11,Completed
438,811,124,2025-07-11,Active
439,811,124,2025-07-11,Completed
440,811,124,2025-07-11,Completed
441,811,124,2025-07-11,Active
442,811,124,2025-07-11,Active
443,811,124,2025-07-11,Completed
444,811,124,2025-07-11,Dropped
445,811,124,2025-07-11,Dropped
446,811,124,2025-07-11,Active
447,811,124,2025-07-11,Active
448,811,124,2025-07-11,Completed
449,811,124,2025-07-11,Dropped
450,811,124,2025-07-11,Dropped
451,811,124,2025-07-11,Dropped
452,811,124,2025-07-11,Dropped
453,811,124,2025-07-11,Active
454,811,124,2025-07-11,Active
455,811,124,2025-07-11,Active
456,811,124,2025-07-11,Dropped
457,811,124,2025-07-11,Completed
458,811,124,2025-07-11,Completed
459,811,124,2025-07-11,Completed
460,811,124,2025-07-11,Completed
461,811,124,2025-07-11,Active
462,811,124,2025-07-11,Dropped
463,811,124,2025-07-11,Completed
464,811,124,2025-07-11,Active
465,811,124,2025-07-11,Dropped
466,811,124,2025-07-11,Dropped
467,811,124,2025-07-11,Completed
468,811,124,2025-07-11,Active
469,811,124,2025-07-11,Active
470,811,124,2025-07-11,Active
471,811,124,2025-07-11,Active
472,811,124,2025-07-11,Dropped
473,811,124,2025-07-11,Active
474,811,124,2025-07-11,Completed
475,811,124,2025-07-11,Dropped
476,811,124,2025-07-11,Active
477,811,124,2025-07-11,Completed
478,811,124,2025-07-11,Active
479,811,124,2025-07-11,Completed
480,811,124,2025-07-11,Active
481,811,124,2025-07-11,Completed
482,811,124,2025-07-11,Completed
483,811,124,2025-07-11,Dropped
484,811,124,2025-07-11,Dropped
485,811,124,2025-07-11,Active
486,811,124,2025-07-11,Dropped
487,811,124,2025-07-11,Active
488,811,124,2025-07-11,Active
489,811,124,2025-07-11,Active
490,811,124,2025-07-11,Completed
491,811,124,2025-07-11,Dropped
492,811,124,2025-07-11,Active
493,811,124,2025-07-11,Dropped
494,811,124,2025-07-11,Active
495,811,124,2025-07-11,Dropped
496,811,124,2025-07-11,Dropped
497,811,124,2025-07-11,Dropped
498,811,124,2025-07-11,Completed
499,811,124,2025-07-11,Dropped
500,811,124,2025-07-11,Active
501,811,124,2025-07-11,Active
502,811,124,2025-07-11,Active
503,811,124,2025-07-11,Active
504,811,124,2025-07-11,Completed
505,811,124,2025-07-11,Completed
506,811,124,2025-07-11,Active
507,811,124,2025-07-11,Completed
508,811,124,2025-07-11,Completed
509,811,124,2025-07-11,Completed
510,811,124,2025-07-11,Completed
511,811,124,2025-07-11,Active
512,811,124,2025-07-11,Active
513,811,124,2025-07-11,Dropped
514,811,124,2025-07-11,Completed
515,811,124,2025-07-11,Dropped
516,811,124,2025-07-11,Dropped
517,811,124,2025-07-11,Dropped
518,811,124,2025-07-11,Completed
519,811,124,2025-07-11,Completed
520,811,124,2025-07-11,Dropped
521,811,124,2025-07-11,Completed
522,811,124,2025-07-11,Dropped
523,811,124,2025-07-11,Active
524,811,124,2025-07-11,Active
525,811,124,2025-07-11,Dropped
526,811,124,2025-07-11,Active
527,811,124,2025-07-11,Active
528,811,124,2025-07-11,Dropped
529,811,124,2025-07-11,Dropped
530,811,124,2025-07-11,Active
531,811,124,2025-07-11,Dropped
532,811,124,2025-07-11,Active
533,811,124,2025-07-11,Active
534,811,124,2025-07-11,Completed
535,811,124,2025-07-11,Completed
536,811,124,2025-07-11,Completed
537,811,124,2025-07-11,Completed
538,811,124,2025-07-11,Active
539,811,124,2025-07-11,Dropped
540,811,124,2025-07-11,Completed
541,811,124,2025-07-11,Completed
542,811,124,2025-07-11,Dropped
543,811,124,2025-07-11,Completed
544,811,124,2025-07-11,Active
545,811,124,2025-07-11,Dropped
546,811,124,2025-07-11,Completed
547,811,124,2025-07-11,Completed
548,811,124,2025-07-11,Completed
549,811,124,2025-07-11,Dropped
550,811,124,2025-07-11,Dropped
551,811,124,2025-07-11,Completed
552,811,124,2025-07-11,Completed
553,811,124,2025-07-11,Active
554,811,124,2025-07-11,Completed
555,811,124,2025-07-11,Active
556,811,124,2025-07-11,Dropped
557,811,124,2025-07-11,Completed
558,811,124,2025-07-11,Active
559,811,124,2025-07-11,Dropped
560,811,124,2025-07-11,Active
561,811,124,2025-07-11,Dropped
562,811,124,2025-07-11,Completed
563,811,124,2025-07-11,Active
564,811,124,2025-07-11,Active
565,811,124,2025-07-11,Active
566,811,124,2025-07-11,Completed
567,811,124,2025-07-11,Completed
568,811,124,2025-07-11,Active
569,811,124,2025-07-11,Dropped
570,811,124,2025-07-11,Completed
571,811,124,2025-07-11,Completed
572,811,124,2025-07-11,Completed
573,811,124,2025-07-11,Active
574,811,124,2025-07-11,Completed
575,811,124,2025-07-11,Dropped
576,811,124,2025-07-11,Dropped
577,811,124,2025-07-11,Completed
578,811,124,2025-07-11,Active
579,811,124,2025-07-11,Completed
580,811,124,2025-07-11,Active
581,811,124,2025-07-11,Completed
582,811,124,2025-07-11,Dropped
583,811,124,2025-07-11,Active
584,811,124,2025-07-11,Completed
585,811,124,2025-07-11,Active
586,811,124,2025-07-11,Active
587,811,124,2025-07-11,Dropped
588,811,124,2025-07-11,Completed
589,811,124,2025-07-11,Completed
590,811,124,2025-07-11,Dropped
591,811,124,2025-07-11,Dropped
592,811,124,2025-07-11,Dropped
593,811,124,2025-07-11,Completed
594,811,124,2025-07-11,Dropped
595,811,124,2025-07-11,Dropped
596,811,124,2025-07-11,Dropped
597,811,124,2025-07-11,Dropped
598,811,124,2025-07-11,Completed
599,811,124,2025-07-11,Completed
600,811,124,2025-07-11,Active
601,811,124,2025-07-11,Dropped
602,811,124,2025-07-11,Completed
603,811,124,2025-07-11,Dropped
604,811,124,2025-07-11,Dropped
605,811,124,2025-07-11,Dropped
606,811,124,2025-07-11,Completed
607,811,124,2025-07-11,Dropped
608,811,124,2025-07-11,Completed
609,811,124,2025-07-11,Active
610,811,124,2025-07-11,Dropped
611,811,124,2025-07-11,Active
612,811,124,2025-07-11,Dropped
613,811,124,2025-07-11,Active
614,811,124,2025-07-11,Active
615,811,124,2025-07-11,Completed
616,811,124,2025-07-11,Dropped
617,811,124,2025-07-11,Completed
618,811,124,2025-07-11,Completed
619,811,124,2025-07-11,Completed
620,811,124,2025-07-11,Completed
621,811,124,2025-07-11,Active
622,811,124,2025-07-11,Completed
623,811,124,2025-07-11,Active
624,811,124,2025-07-11,Completed
625,811,124,2025-07-11,Active
626,811,124,2025-07-11,Active
627,811,124,2025-07-11,Completed
628,811,124,2025-07-11,Dropped
629,811,124,2025-07-11,Completed
630,811,124,2025-07-11,Active
631,811,124,2025-07-11,Completed
632,811,124,2025-07-11,Active
633,811,124,2025-07-11,Dropped
634,811,124,2025-07-11,Active
635,811,124,2025-07-11,Dropped
636,811,124,2025-07-11,Active
637,811,124,2025-07-11,Dropped
638,811,124,2025-07-11,Active
639,811,124,2025-07-11,Active
640,811,124,2025-07-11,Completed
641,811,124,2025-07-11,Active
642,811,124,2025-07-11,Dropped
643,811,124,2025-07-11,Dropped
644,811,124,2025-07-11,Completed
645,811,124,2025-07-11,Dropped
646,811,124,2025-07-11,Dropped
647,811,124,2025-07-11,Completed
648,811,124,2025-07-11,Dropped
649,811,124,2025-07-11,Active
650,811,124,2025-07-11,Completed
651,811,124,2025-07-11,Dropped
652,811,124,2025-07-11,Active
653,811,124,2025-07-11,Completed
654,811,124,2025-07-11,Dropped
655,811,124,2025-07-11,Completed
656,811,124,2025-07-11,Active
657,811,124,2025-07-11,Completed
658,811,124,2025-07-11,Completed
659,811,124,2025-07-11,Active
660,811,124,2025-07-11,Dropped
661,811,124,2025-07-11,Active
662,811,124,2025-07-11,Active
663,811,124,2025-07-11,Completed
664,811,124,2025-07-11,Completed
665,811,124,2025-07-11,Active
666,811,124,2025-07-11,Dropped
667,811,124,2025-07-11,Active
668,811,124,2025-07-11,Dropped
669,811,124,2025-07-11,Completed
670,811,124,2025-07-11,Active
671,811,124,2025-07-11,Dropped
672,811,124,2025-07-11,Completed
673,811,124,2025-07-11,Dropped
674,811,124,2025-07-11,Completed
675,811,124,2025-07-11,Dropped
676,811,124,2025-07-11,Active
677,811,124,2025-07-11,Active
678,811,124,2025-07-11,Completed
679,811,124,2025-07-11,Active
680,811,124,2025-07-11,Dropped
681,811,124,2025-07-11,Active
682,811,124,2025-07-11,Dropped
683,811,124,2025-07-11,Dropped
684,811,124,2025-07-11,Dropped
685,811,124,2025-07-11,Dropped
686,811,124,2025-07-11,Active
687,811,124,2025-07-11,Completed
688,811,124,2025-07-11,Dropped
689,811,124,2025-07-11,Dropped
690,811,124,2025-07-11,Completed
691,811,124,2025-07-11,Active
692,811,124,2025-07-11,Active
693,811,124,2025-07-11,Completed
694,811,124,2025-07-11,Active
695,811,124,2025-07-11,Active
696,811,124,2025-07-11,Active
697,811,124,2025-07-11,Completed
698,811,124,2025-07-11,Completed
699,811,124,2025-07-11,Active
700,811,124,2025-07-11,Active
701,811,124,2025-07-11,Active
702,811,124,2025-07-11,Active
703,811,124,2025-07-11,Completed
704,811,124,2025-07-11,Completed
705,811,124,2025-07-11,Dropped
706,811,124,2025-07-11,Completed
707,811,124,2025-07-11,Dropped
708,811,124,2025-07-11,Active
709,811,124,2025-07-11,Active
710,811,124,2025-07-11,Completed
711,811,124,2025-07-11,Completed
712,811,124,2025-07-11,Active
713,811,124,2025-07-11,Completed
714,811,124,2025-07-11,Active
715,811,124,2025-07-11,Dropped
716,811,124,2025-07-11,Active
717,811,124,2025-07-11,Completed
718,811,124,2025-07-11,Active
719,811,124,2025-07-11,Active
720,811,124,2025-07-11,Dropped
721,811,124,2025-07-11,Active
722,811,124,2025-07-11,Active
723,811,124,2025-07-11,Active
724,811,124,2025-07-11,Completed
725,811,124,2025-07-11,Dropped
726,811,124,2025-07-11,Active
727,811,124,2025-07-11,Dropped
728,811,124,2025-07-11,Completed
729,811,124,2025-07-11,Dropped
730,811,124,2025-07-11,Completed
731,811,124,2025-07-11,Active
732,811,124,2025-07-11,Active
733,811,124,2025-07-11,Dropped
734,811,124,2025-07-11,Dropped
735,811,124,2025-07-11,Dropped
736,811,124,2025-07-11,Dropped
737,811,124,2025-07-11,Dropped
738,811,124,2025-07-11,Active
739,811,124,2025-07-11,Dropped
740,811,124,2025-07-11,Active
741,811,124,2025-07-11,Dropped
742,811,124,2025-07-11,Completed
743,811,124,2025-07-11,Completed
744,811,124,2025-07-11,Dropped
745,811,124,2025-07-11,Active
746,811,124,2025-07-11,Dropped
747,811,124,2025-07-11,Dropped
748,811,124,2025-07-11,Active
749,811,124,2025-07-11,Completed
750,811,124,2025-07-11,Completed
751,811,124,2025-07-11,Active
752,811,124,2025-07-11,Dropped
753,811,124,2025-07-11,Dropped
754,811,124,2025-07-11,Dropped
755,811,124,2025-07-11,Dropped
756,811,124,2025-07-11,Active
757,811,124,2025-07-11,Completed
758,811,124,2025-07-11,Dropped
759,811,124,2025-07-11,Dropped
760,811,124,2025-07-11,Active
761,811,124,2025-07-11,Completed
762,811,124,2025-07-11,Active
763,811,124,2025-07-11,Active
764,811,124,2025-07-11,Active
765,811,124,2025-07-11,Dropped
766,811,124,2025-07-11,Dropped
767,811,124,2025-07-11,Active
768,811,124,2025-07-11,Dropped
769,811,124,2025-07-11,Active
770,811,124,2025-07-11,Active
771,811,124,2025-07-11,Active
772,811,124,2025-07-11,Completed
773,811,124,2025-07-11,Completed
774,811,124,2025-07-11,Active
775,811,124,2025-07-11,Active
776,811,124,2025-07-11,Active
777,811,124,2025-07-11,Active
778,811,124,2025-07-11,Dropped
779,811,124,2025-07-11,Dropped
780,811,124,2025-07-11,Active
781,811,124,2025-07-11,Active
782,811,124,2025-07-11,Dropped
783,811,124,2025-07-11,Completed
784,811,124,2025-07-11,Dropped
785,811,124,2025-07-11,Active
786,811,124,2025-07-11,Dropped
787,811,124,2025-07-11,Active
788,811,124,2025-07-11,Dropped
789,811,124,2025-07-11,Completed
790,811,124,2025-07-11,Completed
791,811,124,2025-07-11,Completed
792,811,124,2025-07-11,Dropped
793,811,124,2025-07-11,Completed
794,811,124,2025-07-11,Active
795,811,124,2025-07-11,Active
796,811,124,2025-07-11,Active
797,811,124,2025-07-11,Dropped
798,811,124,2025-07-11,Active
799,811,124,2025-07-11,Completed
800,811,124,2025-07-11,Dropped
801,811,124,2025-07-11,Active
802,811,124,2025-07-11,Dropped
803,811,124,2025-07-11,Completed
804,811,124,2025-07-11,Dropped
805,811,124,2025-07-11,Dropped
806,811,124,2025-07-11,Active
807,811,124,2025-07-11,Dropped
808,811,124,2025-07-11,Dropped
809,811,124,2025-07-11,Active
810,811,124,2025-07-11,Dropped
811,811,124,2025-07-11,Dropped
812,811,124,2025-07-11,Completed
813,811,124,2025-07-11,Completed
814,811,124,2025-07-11,Active
815,811,124,2025-07-11,Active
816,811,124,2025-07-11,Active
817,811,124,2025-07-11,Dropped
818,811,124,2025-07-11,Active
819,811,124,2025-07-11,Completed
820,811,124,2025-07-11,Dropped
821,811,124,2025-07-11,Active
